,return_top20,Date,return_top10,return_top5,return_randamu,Mkt-RF,Mkt-Rf_div100,SMB,HML,RF, S&P ,SMB-Rf,HML-RF,Mkt-Rf_Cum,SMB-Rf_Cum,HML-RF_Cum,SP500_Return,top20-RF,top10-RF,top5-RF,randamu-RF,RF_div100
18,-0.014780726180000002,2003-08-01,-0.02430518696000001,-0.03223571772000001,-0.03344006497599998,2.34,0.0234,2.59,1.53,0.07,0.02,0.0252,0.0146,0.914098252,1.206675817,1.0497829,0.873179979,-0.015480726180000001,-0.02500518696000001,-0.03293571772000001,-0.03414006497599998,0.0007000000000000001
19,0.060853936215,2003-09-01,0.06412447293,0.11746494460000001,0.0607785750765,-1.24,-0.0124,0.8,0.16,0.08,-0.01,0.0072,0.0008,0.902763433,1.215363882,1.050622726,0.862687645,0.060053936215,0.06332447293,0.11666494460000001,0.0599785750765,0.0008
20,0.02479633907,2003-10-01,0.025058523900000004,-0.001654579800000001,0.024728222765000002,6.08,0.0608,2.7,1.97,0.07,0.05,0.0263,0.019,0.95765145,1.247327953,1.070584558,0.908845116,0.02409633907,0.024358523900000005,-0.002354579800000001,0.024028222765000003,0.0007000000000000001
21,0.019109455284999997,2003-11-01,0.029027012,0.052156408200000004,0.06981658749500001,1.35,0.0135,2.08,1.78,0.07,0.01,0.0201,0.0171,0.970579745,1.272399244,1.088891554,0.915300848,0.018409455284999997,0.028327012000000002,0.051456408200000005,0.069116587495,0.0007000000000000001
22,0.040141824551500005,2003-12-01,0.02245610512,0.02382012384,0.033074488086500015,4.29,0.0429,-2.68,1.6,0.08,0.05,-0.0276,0.0152,1.012217616,1.237281025,1.105442706,0.960625539,0.0393418245515,0.02165610512,0.02302012384,0.03227448808650001,0.0008
23,0.025779515234999998,2004-01-01,0.028558606170000004,0.033127459,0.022953823419999998,2.15,0.0215,2.55,2.49,0.07,0.02,0.0248,0.0242,1.033980295,1.267965595,1.132194419,0.97707998,0.025079515235,0.027858606170000005,0.032427459,0.02225382342,0.0007000000000000001
24,-0.013783029470000003,2004-02-01,-0.019924780470000004,-0.024352976800000002,-0.006849861040000004,1.4,0.014,-1.58,0.9,0.06,0.01,-0.0164,0.0084,1.048456019,1.247170959,1.141704852,0.988936944,-0.014383029470000003,-0.020524780470000004,-0.024952976800000002,-0.007449861040000004,0.0006
25,0.01536010722,2004-03-01,0.006863100500000003,0.005117001400000001,-0.016338961707000003,-1.32,-0.0132,1.72,0.27,0.09,-0.02,0.0163,0.0018,1.034616399,1.267499846,1.143759921,0.9726252,0.01446010722,0.005963100500000003,0.004217001400000002,-0.017238961707000004,0.0009
26,0.01104895395,2004-04-01,0.02270445846,-0.0015571236800000013,0.013572536704999999,-1.83,-0.0183,-1.68,-3.1,0.08,-0.02,-0.0176,-0.0318,1.015682919,1.245191848,1.107388356,0.956155355,0.01024895395,0.02190445846,-0.002357123680000001,0.012772536704999999,0.0008
27,0.04218109392,2004-05-01,0.0304565498,-0.008763578999999999,0.028185636505000004,1.17,0.0117,-0.2,-0.25,0.06,0.01,-0.0026,-0.0031,1.027566409,1.241954349,1.103955452,0.96763976,0.04158109392,0.0298565498,-0.009363578999999999,0.027585636505000004,0.0006
28,-0.01664947949,2004-06-01,-0.028694330420000004,-0.02256338428,-0.02588875644,1.86,0.0186,2.26,1.18,0.08,0.02,0.0218,0.011,1.046679144,1.269028954,1.116098962,0.984891992,-0.01744947949,-0.029494330420000003,-0.02336338428,-0.02668875644,0.0008
29,-0.023332149165,2004-07-01,-0.01065628655,0.0010395120000000033,-0.006970128365,-4.06,-0.0406,-3.81,3.24,0.1,-0.03,-0.0391,0.0314,1.004183971,1.219409922,1.151144469,0.950526906,-0.024332149165,-0.011656286549999999,3.951200000000326e-05,-0.007970128364999999,0.001
30,0.016334969745,2004-08-01,0.01629319609,0.00266288938,0.016199611345000003,0.08,0.0008,-1.48,0.97,0.11,0.0,-0.0159,0.0086,1.004987318,1.200021304,1.161044312,0.952698595,0.015234969745,0.01519319609,0.00156288938,0.015099611345000003,0.0011
31,0.05116151775,2004-09-01,0.0802612341,0.0635649402,0.010489236000499998,1.6,0.016,3.01,0.0,0.11,0.01,0.029,-0.0011,1.021067115,1.234821922,1.159767163,0.961578067,0.050061517750000006,0.07916123409999999,0.062464940200000006,0.009389236000499998,0.0011
32,0.052433126550000014,2004-10-01,0.044292858000000004,0.035994360399999994,0.04863027243499999,1.43,0.0143,0.15,-0.22,0.11,0.01,0.0004,-0.0033,1.035668375,1.235315851,1.155939931,0.974960306,0.05133312655000002,0.04319285800000001,0.0348943604,0.04753027243499999,0.0011
33,0.03236057138,2004-11-01,0.04470461776,0.036212894960000006,0.017937800335,4.54,0.0454,3.74,1.41,0.15,0.04,0.0359,0.0126,1.082687719,1.27966369,1.170504774,1.011880863,0.03086057138,0.04320461776,0.034712894960000004,0.016437800335,0.0015
34,-0.01690942369,2004-12-01,-0.021744055819999997,-0.0057953794600000014,-0.017404050015,3.43,0.0343,-0.03,-0.22,0.16,0.03,-0.0019,-0.0038,1.119823908,1.277232329,1.166056856,1.044202859,-0.018509423690000002,-0.023344055819999997,-0.007395379460000001,-0.019004050015,0.0016
35,0.0035706571700000007,2005-01-01,0.006119542100000002,0.0188342378,0.03791928003,-2.76,-0.0276,-1.72,2.06,0.16,-0.03,-0.0188,0.019,1.088916768,1.253220361,1.188211936,1.017454821,0.001970657170000001,0.004519542100000002,0.0172342378,0.036319280030000005,0.0016
